date,opening_cash,external_inflows,external_outflows,trading_cash_flow,income,fees,financing_costs,internal_transfers,other_cash_flow,net_cash_movement,closing_cash,balance_confidence,cash_position_type
2020-03-09,19368.75,0.00,0.00,300.00,0.00,0.00,0.00,0.00,0.00,300.00,19668.75,derived,verified_account_balance
2020-03-10,19668.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19668.75,derived,verified_account_balance
2020-03-11,19668.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19668.75,derived,verified_account_balance
2020-03-12,19668.75,0.00,0.00,-140.00,0.00,0.00,0.00,0.00,0.00,-140.00,19528.75,derived,verified_account_balance
2020-03-13,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-14,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-15,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-16,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-17,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-18,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-19,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-20,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-21,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-22,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-23,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-24,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-25,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-26,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-27,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-28,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-29,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-30,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-03-31,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-01,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-02,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-03,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-04,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-05,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-06,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-07,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-08,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-09,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-10,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-11,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-12,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-13,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-14,19528.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19528.75,derived,verified_account_balance
2020-04-15,19528.75,0.00,0.00,0.00,0.00,-5.00,0.00,0.00,0.00,-5.00,19523.75,derived,verified_account_balance
2020-04-16,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-17,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-18,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-19,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-20,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-21,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-22,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-23,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-24,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-25,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-26,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-27,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-28,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-29,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-04-30,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-01,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-02,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-03,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-04,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-05,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-06,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-07,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-08,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-09,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-10,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-11,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-12,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-13,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-14,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-15,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-16,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-17,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-18,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-19,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-20,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-21,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-22,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-23,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-24,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-25,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-26,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-27,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-28,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-29,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-30,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-05-31,19523.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19523.75,derived,verified_account_balance
2020-06-01,19523.75,0.00,0.00,0.00,0.00,0.00,-8.25,0.00,0.00,-8.25,19515.50,derived,verified_account_balance
2020-06-02,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-03,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-04,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-05,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-06,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-07,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-08,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-09,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-10,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-11,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-12,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-13,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-14,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-15,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-16,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-17,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-18,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-19,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-20,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-21,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-22,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-23,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-24,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-25,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-26,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-27,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-28,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-29,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-06-30,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-01,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-02,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-03,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-04,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-05,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-06,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-07,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-08,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-09,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-10,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-11,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-12,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-13,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-14,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-15,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-16,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-17,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-18,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-19,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-20,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-21,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-22,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-23,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-24,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-25,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-26,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-27,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-28,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-29,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-30,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-07-31,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-01,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-02,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-03,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-04,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-05,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-06,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-07,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-08,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-09,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-10,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-11,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-12,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-13,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-14,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-15,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-16,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-17,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-18,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-19,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-20,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-21,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-22,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-23,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-24,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-25,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-26,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-27,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-28,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-29,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-30,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-08-31,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-01,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-02,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-03,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-04,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-05,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-06,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-07,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-08,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-09,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-10,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-11,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-12,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-13,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-14,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-15,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-16,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-17,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-18,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-19,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-20,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-21,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-22,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-23,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-24,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-25,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-26,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-27,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-28,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-29,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-09-30,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-01,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-02,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-03,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-04,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-05,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-06,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-07,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-08,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-09,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-10,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
2020-10-11,19515.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,19515.50,derived,verified_account_balance
